trip_id,arrival_time,departure_time,stop_id,stop_sequence
trip_1A_weekday,09:08:00,09:08:00,bergstr,19
trip_1A_weekday,09:10:00,09:10:00,maria_stern,20
trip_1A_weekday,09:12:00,09:12:00,klausenberg,21
trip_1A_weekday,09:14:00,09:14:00,goeggingen_rathaus,22
trip_1A_weekday,09:16:00,09:16:00,hessing_kliniken,23
trip_1A_weekday,10:18:00,10:18:00,goeggingen,24
trip_1A_weekday,07:02:00,07:02:00,lechhausen_ostfr,1
trip_1A_weekday,07:04:00,07:04:00,kuka_partnachweg,2
trip_1A_weekday,07:06:00,07:06:00,curtiusstr,3
trip_1A_weekday,07:08:00,07:08:00,kulturstr,4
trip_1A_weekday,07:10:00,07:10:00,schleiermacherstr,5
trip_1A_weekday,08:12:00,08:12:00,lechhausen_schloessle,6
trip_1A_weekday,08:14:00,08:14:00,ulrichsbruecke,7
trip_1A_weekday,08:16:00,08:16:00,berliner_allee,8
trip_1A_weekday,08:18:00,08:18:00,jakobertor,9
trip_1A_weekday,08:20:00,08:20:00,fuggerei,10
trip_1A_weekday,08:22:00,08:22:00,pilgerhausstr,11
trip_1A_weekday,09:24:00,09:24:00,rathausplatz,12
trip_1A_weekday,09:26:00,09:26:00,moritzplatz,13
trip_1A_weekday,09:28:00,09:28:00,koenigsplatz,14
trip_1A_weekday,09:30:00,09:30:00,frohsinnstr,15
trip_1A_weekday,09:32:00,09:32:00,kongress_park,16
trip_1A_weekday,09:34:00,09:34:00,polizeipraesidium,17
trip_1A_weekday,10:36:00,10:36:00,burgfrieden,18
trip_1A_weekday,10:38:00,10:38:00,bergstr,19
trip_1A_weekday,10:40:00,10:40:00,maria_stern,20
trip_1A_weekday,10:42:00,10:42:00,klausenberg,21
trip_1A_weekday,10:44:00,10:44:00,goeggingen_rathaus,22
trip_1A_weekday,10:46:00,10:46:00,hessing_kliniken,23
trip_1A_weekday,11:48:00,11:48:00,goeggingen,24
trip_1A_weekday,07:32:00,07:32:00,lechhausen_ostfr,1
trip_1A_weekday,07:34:00,07:34:00,kuka_partnachweg,2
trip_1A_weekday,07:36:00,07:36:00,curtiusstr,3
trip_1A_weekday,07:38:00,07:38:00,kulturstr,4
trip_1A_weekday,07:40:00,07:40:00,schleiermacherstr,5
trip_1A_weekday,08:42:00,08:42:00,lechhausen_schloessle,6
trip_1A_weekday,08:44:00,08:44:00,ulrichsbruecke,7
trip_1A_weekday,08:46:00,08:46:00,berliner_allee,8
trip_1A_weekday,08:48:00,08:48:00,jakobertor,9
trip_1A_weekday,08:50:00,08:50:00,fuggerei,10
trip_1A_weekday,08:52:00,08:52:00,pilgerhausstr,11
trip_1A_weekday,09:54:00,09:54:00,rathausplatz,12
trip_1A_weekday,09:56:00,09:56:00,moritzplatz,13
trip_1A_weekday,09:58:00,09:58:00,koenigsplatz,14
trip_1A_weekday,09:00:00,09:00:00,frohsinnstr,15
trip_1A_weekday,09:02:00,09:02:00,kongress_park,16
trip_1A_weekday,09:04:00,09:04:00,polizeipraesidium,17
trip_1A_weekday,10:06:00,10:06:00,burgfrieden,18
trip_1A_weekday,10:08:00,10:08:00,bergstr,19
trip_1A_weekday,10:10:00,10:10:00,maria_stern,20
trip_1A_weekday,10:12:00,10:12:00,klausenberg,21
trip_1A_weekday,10:14:00,10:14:00,goeggingen_rathaus,22
trip_1A_weekday,10:16:00,10:16:00,hessing_kliniken,23
trip_1A_weekday,11:18:00,11:18:00,goeggingen,24
trip_1A_weekday,08:02:00,08:02:00,lechhausen_ostfr,1
trip_1A_weekday,08:04:00,08:04:00,kuka_partnachweg,2
trip_1A_weekday,08:06:00,08:06:00,curtiusstr,3
trip_1A_weekday,08:08:00,08:08:00,kulturstr,4
trip_1A_weekday,08:10:00,08:10:00,schleiermacherstr,5
trip_1A_weekday,09:12:00,09:12:00,lechhausen_schloessle,6
trip_1A_weekday,09:14:00,09:14:00,ulrichsbruecke,7
trip_1A_weekday,09:16:00,09:16:00,berliner_allee,8
trip_1A_weekday,09:18:00,09:18:00,jakobertor,9
trip_1A_weekday,09:20:00,09:20:00,fuggerei,10
trip_1A_weekday,09:22:00,09:22:00,pilgerhausstr,11
trip_1A_weekday,10:24:00,10:24:00,rathausplatz,12
trip_1A_weekday,10:26:00,10:26:00,moritzplatz,13
trip_1A_weekday,10:28:00,10:28:00,koenigsplatz,14
trip_1A_weekday,10:30:00,10:30:00,frohsinnstr,15
trip_1A_weekday,10:32:00,10:32:00,kongress_park,16
trip_1A_weekday,10:34:00,10:34:00,polizeipraesidium,17
trip_1A_weekday,11:36:00,11:36:00,burgfrieden,18
trip_1A_weekday,11:38:00,11:38:00,bergstr,19
trip_1A_weekday,11:40:00,11:40:00,maria_stern,20
trip_1A_weekday,11:42:00,11:42:00,klausenberg,21
trip_1A_weekday,11:44:00,11:44:00,goeggingen_rathaus,22
trip_1A_weekday,11:46:00,11:46:00,hessing_kliniken,23
trip_1A_weekday,12:48:00,12:48:00,goeggingen,24
trip_1A_weekday,08:32:00,08:32:00,lechhausen_ostfr,1
trip_1A_weekday,08:34:00,08:34:00,kuka_partnachweg,2
trip_1A_weekday,08:36:00,08:36:00,curtiusstr,3
trip_1A_weekday,08:38:00,08:38:00,kulturstr,4
trip_1A_weekday,08:40:00,08:40:00,schleiermacherstr,5
trip_1A_weekday,09:42:00,09:42:00,lechhausen_schloessle,6
trip_1A_weekday,09:44:00,09:44:00,ulrichsbruecke,7
trip_1A_weekday,09:46:00,09:46:00,berliner_allee,8
trip_1A_weekday,09:48:00,09:48:00,jakobertor,9
trip_1A_weekday,09:50:00,09:50:00,fuggerei,10
trip_1A_weekday,09:52:00,09:52:00,pilgerhausstr,11
trip_1A_weekday,10:54:00,10:54:00,rathausplatz,12
trip_1A_weekday,10:56:00,10:56:00,moritzplatz,13
trip_1A_weekday,10:58:00,10:58:00,koenigsplatz,14
trip_1A_weekday,10:00:00,10:00:00,frohsinnstr,15
trip_1A_weekday,10:02:00,10:02:00,kongress_park,16
trip_1A_weekday,10:04:00,10:04:00,polizeipraesidium,17
trip_1A_weekday,11:06:00,11:06:00,burgfrieden,18
trip_1A_weekday,11:08:00,11:08:00,bergstr,19
trip_1A_weekday,11:10:00,11:10:00,maria_stern,20
trip_1A_weekday,11:12:00,11:12:00,klausenberg,21
trip_1A_weekday,11:14:00,11:14:00,goeggingen_rathaus,22
trip_1A_weekday,11:16:00,11:16:00,hessing_kliniken,23
trip_1A_weekday,12:18:00,12:18:00,goeggingen,24
trip_1A_weekday,09:02:00,09:02:00,lechhausen_ostfr,1
trip_1A_weekday,09:04:00,09:04:00,kuka_partnachweg,2
trip_1A_weekday,09:06:00,09:06:00,curtiusstr,3
trip_1A_weekday,09:08:00,09:08:00,kulturstr,4
trip_1A_weekday,09:10:00,09:10:00,schleiermacherstr,5
trip_1A_weekday,10:12:00,10:12:00,lechhausen_schloessle,6
trip_1A_weekday,10:14:00,10:14:00,ulrichsbruecke,7
trip_1A_weekday,10:16:00,10:16:00,berliner_allee,8
trip_1A_weekday,10:18:00,10:18:00,jakobertor,9
trip_1A_weekday,10:20:00,10:20:00,fuggerei,10
trip_1A_weekday,10:22:00,10:22:00,pilgerhausstr,11
trip_1A_weekday,11:24:00,11:24:00,rathausplatz,12
trip_1A_weekday,11:26:00,11:26:00,moritzplatz,13
trip_1A_weekday,11:28:00,11:28:00,koenigsplatz,14
trip_1A_weekday,11:30:00,11:30:00,frohsinnstr,15
trip_1A_weekday,11:32:00,11:32:00,kongress_park,16
trip_1A_weekday,11:34:00,11:34:00,polizeipraesidium,17
trip_1A_weekday,12:36:00,12:36:00,burgfrieden,18
trip_1A_weekday,12:38:00,12:38:00,bergstr,19
trip_1A_weekday,12:40:00,12:40:00,maria_stern,20
trip_1A_weekday,12:42:00,12:42:00,klausenberg,21
trip_1A_weekday,12:44:00,12:44:00,goeggingen_rathaus,22
trip_1A_weekday,12:46:00,12:46:00,hessing_kliniken,23
trip_1A_weekday,13:48:00,13:48:00,goeggingen,24
trip_1A_weekday,09:32:00,09:32:00,lechhausen_ostfr,1
trip_1A_weekday,09:34:00,09:34:00,kuka_partnachweg,2
trip_1A_weekday,09:36:00,09:36:00,curtiusstr,3
trip_1A_weekday,09:38:00,09:38:00,kulturstr,4
trip_1A_weekday,09:40:00,09:40:00,schleiermacherstr,5
trip_1A_weekday,10:42:00,10:42:00,lechhausen_schloessle,6
trip_1A_weekday,10:44:00,10:44:00,ulrichsbruecke,7
trip_1A_weekday,10:46:00,10:46:00,berliner_allee,8
trip_1A_weekday,10:48:00,10:48:00,jakobertor,9
trip_1A_weekday,10:50:00,10:50:00,fuggerei,10
trip_1A_weekday,10:52:00,10:52:00,pilgerhausstr,11
trip_1A_weekday,11:54:00,11:54:00,rathausplatz,12
trip_1A_weekday,11:56:00,11:56:00,moritzplatz,13
trip_1A_weekday,11:58:00,11:58:00,koenigsplatz,14
trip_1A_weekday,11:00:00,11:00:00,frohsinnstr,15
trip_1A_weekday,11:02:00,11:02:00,kongress_park,16
trip_1A_weekday,11:04:00,11:04:00,polizeipraesidium,17
trip_1A_weekday,12:06:00,12:06:00,burgfrieden,18
trip_1A_weekday,12:08:00,12:08:00,bergstr,19
trip_1A_weekday,12:10:00,12:10:00,maria_stern,20
trip_1A_weekday,12:12:00,12:12:00,klausenberg,21
trip_1A_weekday,12:14:00,12:14:00,goeggingen_rathaus,22
trip_1A_weekday,12:16:00,12:16:00,hessing_kliniken,23
trip_1A_weekday,13:18:00,13:18:00,goeggingen,24
trip_1A_weekday,10:02:00,10:02:00,lechhausen_ostfr,1
trip_1A_weekday,10:04:00,10:04:00,kuka_partnachweg,2
trip_1A_weekday,10:06:00,10:06:00,curtiusstr,3
trip_1A_weekday,10:08:00,10:08:00,kulturstr,4
trip_1A_weekday,10:10:00,10:10:00,schleiermacherstr,5
trip_1A_weekday,11:12:00,11:12:00,lechhausen_schloessle,6
trip_1A_weekday,11:14:00,11:14:00,ulrichsbruecke,7
trip_1A_weekday,11:16:00,11:16:00,berliner_allee,8
trip_1A_weekday,11:18:00,11:18:00,jakobertor,9
trip_1A_weekday,11:20:00,11:20:00,fuggerei,10
trip_1A_weekday,11:22:00,11:22:00,pilgerhausstr,11
trip_1A_weekday,12:24:00,12:24:00,rathausplatz,12
trip_1A_weekday,12:26:00,12:26:00,moritzplatz,13
trip_1A_weekday,12:28:00,12:28:00,koenigsplatz,14
trip_1A_weekday,12:30:00,12:30:00,frohsinnstr,15
trip_1A_weekday,12:32:00,12:32:00,kongress_park,16
trip_1A_weekday,12:34:00,12:34:00,polizeipraesidium,17
trip_1A_weekday,13:36:00,13:36:00,burgfrieden,18
trip_1A_weekday,13:38:00,13:38:00,bergstr,19
trip_1A_weekday,13:40:00,13:40:00,maria_stern,20
trip_1A_weekday,13:42:00,13:42:00,klausenberg,21
trip_1A_weekday,13:44:00,13:44:00,goeggingen_rathaus,22
trip_1A_weekday,13:46:00,13:46:00,hessing_kliniken,23
trip_1A_weekday,14:48:00,14:48:00,goeggingen,24
trip_1A_weekday,10:32:00,10:32:00,lechhausen_ostfr,1
trip_1A_weekday,10:34:00,10:34:00,kuka_partnachweg,2
trip_1A_weekday,10:36:00,10:36:00,curtiusstr,3
trip_1A_weekday,10:38:00,10:38:00,kulturstr,4
trip_1A_weekday,10:40:00,10:40:00,schleiermacherstr,5
trip_1A_weekday,11:42:00,11:42:00,lechhausen_schloessle,6
trip_1A_weekday,11:44:00,11:44:00,ulrichsbruecke,7
trip_1A_weekday,11:46:00,11:46:00,berliner_allee,8
trip_1A_weekday,11:48:00,11:48:00,jakobertor,9
trip_1A_weekday,11:50:00,11:50:00,fuggerei,10
trip_1A_weekday,11:52:00,11:52:00,pilgerhausstr,11
trip_1A_weekday,12:54:00,12:54:00,rathausplatz,12
trip_1A_weekday,12:56:00,12:56:00,moritzplatz,13
trip_1A_weekday,12:58:00,12:58:00,koenigsplatz,14
trip_1A_weekday,12:00:00,12:00:00,frohsinnstr,15
trip_1A_weekday,12:02:00,12:02:00,kongress_park,16
trip_1A_weekday,12:04:00,12:04:00,polizeipraesidium,17
trip_1A_weekday,13:06:00,13:06:00,burgfrieden,18
trip_1A_weekday,13:08:00,13:08:00,bergstr,19
trip_1A_weekday,13:10:00,13:10:00,maria_stern,20
trip_1A_weekday,13:12:00,13:12:00,klausenberg,21
trip_1A_weekday,13:14:00,13:14:00,goeggingen_rathaus,22
trip_1A_weekday,13:16:00,13:16:00,hessing_kliniken,23
trip_1A_weekday,14:18:00,14:18:00,goeggingen,24
trip_1A_weekday,11:02:00,11:02:00,lechhausen_ostfr,1
trip_1A_weekday,11:04:00,11:04:00,kuka_partnachweg,2
trip_1A_weekday,11:06:00,11:06:00,curtiusstr,3
trip_1A_weekday,11:08:00,11:08:00,kulturstr,4
trip_1A_weekday,11:10:00,11:10:00,schleiermacherstr,5
trip_1A_weekday,12:12:00,12:12:00,lechhausen_schloessle,6
trip_1A_weekday,12:14:00,12:14:00,ulrichsbruecke,7
trip_1A_weekday,12:16:00,12:16:00,berliner_allee,8
trip_1A_weekday,12:18:00,12:18:00,jakobertor,9
trip_1A_weekday,12:20:00,12:20:00,fuggerei,10
trip_1A_weekday,12:22:00,12:22:00,pilgerhausstr,11
trip_1A_weekday,13:24:00,13:24:00,rathausplatz,12
trip_1A_weekday,13:26:00,13:26:00,moritzplatz,13
trip_1A_weekday,13:28:00,13:28:00,koenigsplatz,14
trip_1A_weekday,13:30:00,13:30:00,frohsinnstr,15
trip_1A_weekday,13:32:00,13:32:00,kongress_park,16
trip_1A_weekday,13:34:00,13:34:00,polizeipraesidium,17
trip_1A_weekday,14:36:00,14:36:00,burgfrieden,18
trip_1A_weekday,14:38:00,14:38:00,bergstr,19
trip_1A_weekday,14:40:00,14:40:00,maria_stern,20
trip_1A_weekday,14:42:00,14:42:00,klausenberg,21
trip_1A_weekday,14:44:00,14:44:00,goeggingen_rathaus,22
trip_1A_weekday,14:46:00,14:46:00,hessing_kliniken,23
trip_1A_weekday,15:48:00,15:48:00,goeggingen,24
trip_1A_weekday,11:32:00,11:32:00,lechhausen_ostfr,1
trip_1A_weekday,11:34:00,11:34:00,kuka_partnachweg,2
trip_1A_weekday,11:36:00,11:36:00,curtiusstr,3
trip_1A_weekday,11:38:00,11:38:00,kulturstr,4
trip_1A_weekday,11:40:00,11:40:00,schleiermacherstr,5
trip_1A_weekday,12:42:00,12:42:00,lechhausen_schloessle,6
trip_1A_weekday,12:44:00,12:44:00,ulrichsbruecke,7
trip_1A_weekday,12:46:00,12:46:00,berliner_allee,8
trip_1A_weekday,12:48:00,12:48:00,jakobertor,9
trip_1A_weekday,12:50:00,12:50:00,fuggerei,10
trip_1A_weekday,12:52:00,12:52:00,pilgerhausstr,11
trip_1A_weekday,13:54:00,13:54:00,rathausplatz,12
trip_1A_weekday,13:56:00,13:56:00,moritzplatz,13
trip_1A_weekday,13:58:00,13:58:00,koenigsplatz,14
trip_1A_weekday,13:00:00,13:00:00,frohsinnstr,15
trip_1A_weekday,13:02:00,13:02:00,kongress_park,16
trip_1A_weekday,13:04:00,13:04:00,polizeipraesidium,17
trip_1A_weekday,14:06:00,14:06:00,burgfrieden,18
trip_1A_weekday,14:08:00,14:08:00,bergstr,19
trip_1A_weekday,14:10:00,14:10:00,maria_stern,20
trip_1A_weekday,14:12:00,14:12:00,klausenberg,21
trip_1A_weekday,14:14:00,14:14:00,goeggingen_rathaus,22
trip_1A_weekday,14:16:00,14:16:00,hessing_kliniken,23
trip_1A_weekday,15:18:00,15:18:00,goeggingen,24
trip_1A_weekday,12:02:00,12:02:00,lechhausen_ostfr,1
trip_1A_weekday,12:04:00,12:04:00,kuka_partnachweg,2
trip_1A_weekday,12:06:00,12:06:00,curtiusstr,3
trip_1A_weekday,12:08:00,12:08:00,kulturstr,4
trip_1A_weekday,12:10:00,12:10:00,schleiermacherstr,5
trip_1A_weekday,13:12:00,13:12:00,lechhausen_schloessle,6
trip_1A_weekday,13:14:00,13:14:00,ulrichsbruecke,7
trip_1A_weekday,13:16:00,13:16:00,berliner_allee,8
trip_1A_weekday,13:18:00,13:18:00,jakobertor,9
trip_1A_weekday,13:20:00,13:20:00,fuggerei,10
trip_1A_weekday,13:22:00,13:22:00,pilgerhausstr,11
trip_1A_weekday,14:24:00,14:24:00,rathausplatz,12
trip_1A_weekday,14:26:00,14:26:00,moritzplatz,13
trip_1A_weekday,14:28:00,14:28:00,koenigsplatz,14
trip_1A_weekday,14:30:00,14:30:00,frohsinnstr,15
trip_1A_weekday,14:32:00,14:32:00,kongress_park,16
trip_1A_weekday,14:34:00,14:34:00,polizeipraesidium,17
trip_1A_weekday,15:36:00,15:36:00,burgfrieden,18
trip_1A_weekday,15:38:00,15:38:00,bergstr,19
trip_1A_weekday,15:40:00,15:40:00,maria_stern,20
trip_1A_weekday,15:42:00,15:42:00,klausenberg,21
trip_1A_weekday,15:44:00,15:44:00,goeggingen_rathaus,22
trip_1A_weekday,15:46:00,15:46:00,hessing_kliniken,23
trip_1A_weekday,16:48:00,16:48:00,goeggingen,24
trip_1A_weekday,12:32:00,12:32:00,lechhausen_ostfr,1
trip_1A_weekday,12:34:00,12:34:00,kuka_partnachweg,2
trip_1A_weekday,12:36:00,12:36:00,curtiusstr,3
trip_1A_weekday,12:38:00,12:38:00,kulturstr,4
trip_1A_weekday,12:40:00,12:40:00,schleiermacherstr,5
trip_1A_weekday,13:42:00,13:42:00,lechhausen_schloessle,6
trip_1A_weekday,13:44:00,13:44:00,ulrichsbruecke,7
trip_1A_weekday,13:46:00,13:46:00,berliner_allee,8
trip_1A_weekday,13:48:00,13:48:00,jakobertor,9
trip_1A_weekday,13:50:00,13:50:00,fuggerei,10
trip_1A_weekday,13:52:00,13:52:00,pilgerhausstr,11
trip_1A_weekday,14:54:00,14:54:00,rathausplatz,12
trip_1A_weekday,14:56:00,14:56:00,moritzplatz,13
trip_1A_weekday,14:58:00,14:58:00,koenigsplatz,14
trip_1A_weekday,14:00:00,14:00:00,frohsinnstr,15
trip_1A_weekday,14:02:00,14:02:00,kongress_park,16
trip_1A_weekday,14:04:00,14:04:00,polizeipraesidium,17
trip_1A_weekday,15:06:00,15:06:00,burgfrieden,18
trip_1A_weekday,15:08:00,15:08:00,bergstr,19
trip_1A_weekday,15:10:00,15:10:00,maria_stern,20
trip_1A_weekday,15:12:00,15:12:00,klausenberg,21
trip_1A_weekday,15:14:00,15:14:00,goeggingen_rathaus,22
trip_1A_weekday,15:16:00,15:16:00,hessing_kliniken,23
trip_1A_weekday,16:18:00,16:18:00,goeggingen,24
trip_1A_weekday,13:02:00,13:02:00,lechhausen_ostfr,1
trip_1A_weekday,13:04:00,13:04:00,kuka_partnachweg,2
trip_1A_weekday,13:06:00,13:06:00,curtiusstr,3
trip_1A_weekday,13:08:00,13:08:00,kulturstr,4
trip_1A_weekday,13:10:00,13:10:00,schleiermacherstr,5
trip_1A_weekday,14:12:00,14:12:00,lechhausen_schloessle,6
trip_1A_weekday,14:14:00,14:14:00,ulrichsbruecke,7
trip_1A_weekday,14:16:00,14:16:00,berliner_allee,8
trip_1A_weekday,14:18:00,14:18:00,jakobertor,9
trip_1A_weekday,14:20:00,14:20:00,fuggerei,10
trip_1A_weekday,14:22:00,14:22:00,pilgerhausstr,11
trip_1A_weekday,15:24:00,15:24:00,rathausplatz,12
trip_1A_weekday,15:26:00,15:26:00,moritzplatz,13
trip_1A_weekday,15:28:00,15:28:00,koenigsplatz,14
trip_1A_weekday,15:30:00,15:30:00,frohsinnstr,15
trip_1A_weekday,15:32:00,15:32:00,kongress_park,16
trip_1A_weekday,15:34:00,15:34:00,polizeipraesidium,17
trip_1A_weekday,16:36:00,16:36:00,burgfrieden,18
trip_1A_weekday,16:38:00,16:38:00,bergstr,19
trip_1A_weekday,16:40:00,16:40:00,maria_stern,20
trip_1A_weekday,16:42:00,16:42:00,klausenberg,21
trip_1A_weekday,16:44:00,16:44:00,goeggingen_rathaus,22
trip_1A_weekday,16:46:00,16:46:00,hessing_kliniken,23
trip_1A_weekday,17:48:00,17:48:00,goeggingen,24
trip_1A_weekday,13:32:00,13:32:00,lechhausen_ostfr,1
trip_1A_weekday,13:34:00,13:34:00,kuka_partnachweg,2
trip_1A_weekday,13:36:00,13:36:00,curtiusstr,3
trip_1A_weekday,13:38:00,13:38:00,kulturstr,4
trip_1A_weekday,13:40:00,13:40:00,schleiermacherstr,5
trip_1A_weekday,14:42:00,14:42:00,lechhausen_schloessle,6
trip_1A_weekday,14:44:00,14:44:00,ulrichsbruecke,7
trip_1A_weekday,14:46:00,14:46:00,berliner_allee,8
trip_1A_weekday,14:48:00,14:48:00,jakobertor,9
trip_1A_weekday,14:50:00,14:50:00,fuggerei,10
trip_1A_weekday,14:52:00,14:52:00,pilgerhausstr,11
trip_1A_weekday,15:54:00,15:54:00,rathausplatz,12
trip_1A_weekday,15:56:00,15:56:00,moritzplatz,13
trip_1A_weekday,15:58:00,15:58:00,koenigsplatz,14
trip_1A_weekday,15:00:00,15:00:00,frohsinnstr,15
trip_1A_weekday,15:02:00,15:02:00,kongress_park,16
trip_1A_weekday,15:04:00,15:04:00,polizeipraesidium,17
trip_1A_weekday,16:06:00,16:06:00,burgfrieden,18
trip_1A_weekday,16:08:00,16:08:00,bergstr,19
trip_1A_weekday,16:10:00,16:10:00,maria_stern,20
trip_1A_weekday,16:12:00,16:12:00,klausenberg,21
trip_1A_weekday,16:14:00,16:14:00,goeggingen_rathaus,22
trip_1A_weekday,16:16:00,16:16:00,hessing_kliniken,23
trip_1A_weekday,17:18:00,17:18:00,goeggingen,24
trip_1A_weekday,14:02:00,14:02:00,lechhausen_ostfr,1
trip_1A_weekday,14:04:00,14:04:00,kuka_partnachweg,2
trip_1A_weekday,14:06:00,14:06:00,curtiusstr,3
trip_1A_weekday,14:08:00,14:08:00,kulturstr,4
trip_1A_weekday,14:10:00,14:10:00,schleiermacherstr,5
trip_1A_weekday,15:12:00,15:12:00,lechhausen_schloessle,6
trip_1A_weekday,15:14:00,15:14:00,ulrichsbruecke,7
trip_1A_weekday,15:16:00,15:16:00,berliner_allee,8
trip_1A_weekday,15:18:00,15:18:00,jakobertor,9
trip_1A_weekday,15:20:00,15:20:00,fuggerei,10
trip_1A_weekday,15:22:00,15:22:00,pilgerhausstr,11
trip_1A_weekday,16:24:00,16:24:00,rathausplatz,12
trip_1A_weekday,16:26:00,16:26:00,moritzplatz,13
trip_1A_weekday,16:28:00,16:28:00,koenigsplatz,14
trip_1A_weekday,16:30:00,16:30:00,frohsinnstr,15
trip_1A_weekday,16:32:00,16:32:00,kongress_park,16
trip_1A_weekday,16:34:00,16:34:00,polizeipraesidium,17
trip_1A_weekday,17:36:00,17:36:00,burgfrieden,18
trip_1A_weekday,17:38:00,17:38:00,bergstr,19
trip_1A_weekday,17:40:00,17:40:00,maria_stern,20
trip_1A_weekday,17:42:00,17:42:00,klausenberg,21
trip_1A_weekday,17:44:00,17:44:00,goeggingen_rathaus,22
trip_1A_weekday,17:46:00,17:46:00,hessing_kliniken,23
trip_1A_weekday,18:48:00,18:48:00,goeggingen,24
trip_1A_weekday,14:32:00,14:32:00,lechhausen_ostfr,1
trip_1A_weekday,14:34:00,14:34:00,kuka_partnachweg,2
trip_1A_weekday,14:36:00,14:36:00,curtiusstr,3
trip_1A_weekday,14:38:00,14:38:00,kulturstr,4
trip_1A_weekday,14:40:00,14:40:00,schleiermacherstr,5
trip_1A_weekday,15:42:00,15:42:00,lechhausen_schloessle,6
